Sample_Name,BioSample,BioProject,Other_Name,Other_ID,Dataset,City/Location,Country,Continent,Location_Descriptor,Material,Latitude,Longitude,Lat-Long,Depth [IN M],Date_Collected,cb-broad-desc,cb-narrow-desc,cb-material-type,sra:env_broad_scale,sra:env_local_scale,sra:env_medium
ERR12711700,PRJEB73327,ERP158128,14542.PMM1P1.R3,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711701,PRJEB73327,ERP158128,14542.PMM1P1.R4,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711702,PRJEB73327,ERP158128,14542.PMM1P1.R6,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711703,PRJEB73327,ERP158128,14542.PMM1P1.R7,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711704,PRJEB73327,ERP158128,14542.PMM1S1.L1,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711705,PRJEB73327,ERP158128,14542.PMM1S1.L2,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711706,PRJEB73327,ERP158128,14542.PMM1S1.L3,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711707,PRJEB73327,ERP158128,14542.PMM1S1.L4,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711708,PRJEB73327,ERP158128,14542.PMM1S1.L5,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711709,PRJEB73327,ERP158128,14542.PMM1S1.L6,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711710,PRJEB73327,ERP158128,14542.PMM1S1.L7,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711711,PRJEB73327,ERP158128,14542.PMM1S1.L8,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711712,PRJEB73327,ERP158128,14542.PMM1S1.R1,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711713,PRJEB73327,ERP158128,14542.PMM1S1.R2,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711714,PRJEB73327,ERP158128,14542.PMM1S1.R3,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711715,PRJEB73327,ERP158128,14542.PMM1S1.R4,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711716,PRJEB73327,ERP158128,14542.PMM1S1.R5,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
ERR12711717,PRJEB73327,ERP158128,14542.PMM1S1.R8,,iss-3dmm,,,,,indoor metagenome,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_2333_HEPA-P_F1_L0_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5492_IG2SW-M_F1_L2_NORM_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5494_IG4SW-M_F1_L4_NORM_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5501_IG2SW-P-M_F1_L2_PMA_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5503_IG4SW-P-M_F1_L4_PMA_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5629_IF1SW-M_F1_L1_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5630_IF2SW-M_F1_L2_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5631_IF3SW-P-M_F1_L3_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5632_IF4SW-M_F1_L4_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5633_IF5SW-M_F1_L5_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5635_IF7SW-M_F1_L7_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5636_IF8SW-M_F1_L8_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5640_IF1SW-P-M_F1_L1_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5641_IF2SW-P-M_F1_L2_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5642_IF3SW-M_F1_L3_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5643_IF4SW-P-M_F1_L4_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5644_IF5SW-P-M_F1_L5_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5646_IF7SW-P-M_F1_L7_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5647_IF8SW-P-M_F1_L8_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5710_IIG1SW-M_F2_L1_NORM_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5716_IIG7SW-M_F2_L7_NORM_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5720_IIG1SW-P-M_F2_L1_PMA_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5726_IIG7SW-P-M_F2_L7_PMA_GC,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5806_IIF1SW-M_F2_L1_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5808_IIF3SW-M_F2_L3_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5809_IIF4SW-M_F2_L4_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5810_IIF5SW-M_F2_L5_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5812_IIF7SW-M_F2_L7_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5813_IIF8SW-M_F2_L8_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5816_IIF1SW-P-M_F2_L1_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5817_IIF2SW-P-M_F2_L2_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5818_IIF3SW-P-M_F2_L3_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5819_IIF4SW-P-M_F2_L4_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5820_IIF5SW-P-M_F2_L5_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5822_IIF7SW-P-M_F2_L7_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5823_IIF8SW-P-M_F2_L8_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5863_IIF2SW-M_F2_L2_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_5867_IIF2SW-P-M_F2_L2_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808503_IIIF3SW-P-M_F3_L3_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808504_IIIF2SW-P-M_F3_L2_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808505_IIIF1SW-P-M_F3_L1_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808507_IIIF5SW-P-M_F3_L5_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808508_IIIF4SW-P-M_F3_L4_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808509_IIIF7SW-M_F3_L7_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808510_IIIF5SW-M_F3_L5_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808511_IIIF2SW-M_F3_L2_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808512_IIIF1SW-M_F3_L1_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808513_IIIF4SW-M_F3_L4_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808514_IIIF3SW-M_F3_L3_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808529_IIIF7SW-P-M_F3_L7_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808530_IIIF8SW-P-M_F3_L8_PMA_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
,,,GLDS-69_GMetagenomics_SRX3808535_IIIF8SW-M_F3_L8_NORM_FLT,,iss-mt,,,,,,,,,,,built environment,space,,,,
SRR26994796,PRJNA732392,SAMN38511936,haib17CEM4890_H2NYMCCXY_SL254769,,metasub,,Nigeria,Africa,,,,,8.1548483 N 4.7263633 E,,missing,built environment,subway,surface,,,
SRR27257262,PRJNA732392,SAMN38841707,haib17CEM4890_H2NYMCCXY_SL254770,,metasub,,Nigeria,Africa,,,,,8.15485 N 4.726465 E,,6/21/16,built environment,subway,surface,,,
SRR27257772,PRJNA732392,SAMN38841367,haib17CEM4890_H2NYMCCXY_SL254771,,metasub,,Nigeria,Africa,,,,,8.1549916 N 4.7264916 E,,6/21/16,built environment,subway,surface,,,
SRR27257900,PRJNA732392,SAMN38842096,haib17CEM4890_H2NYMCCXY_SL254772,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257291,PRJNA732392,SAMN38841593,haib17CEM4890_H2NYMCCXY_SL254773,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257923,PRJNA732392,SAMN38842054,haib17CEM4890_H2NYMCCXY_SL254774,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257936,PRJNA732392,SAMN38841955,haib17CEM4890_H2NYMCCXY_SL254775,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257984,PRJNA732392,SAMN38841518,haib17CEM4890_H2NYMCCXY_SL254776,,metasub,,Brazil,South America,,,,,22.87919891 S 43.27205217 W,,4/1/17,built environment,subway,surface,,,
SRR27257552,PRJNA732392,SAMN38842038,haib17CEM4890_H2NYMCCXY_SL254777,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27258193,PRJNA732392,SAMN38841622,haib17CEM4890_H2NYMCCXY_SL254778,,metasub,,Brazil,South America,,,,,22.90501773 S 43.19094441 W,,4/1/17,built environment,subway,surface,,,
SRR27257852,PRJNA732392,SAMN38842162,haib17CEM4890_H2NYMCCXY_SL254779,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27257458,PRJNA732392,SAMN38841475,haib17CEM4890_H2NYMCCXY_SL254780,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27257446,PRJNA732392,SAMN38842010,haib17CEM4890_H2NYMCCXY_SL254781,,metasub,,Nigeria,Africa,,,,,8.1548316 N 4.7264349 E,,6/21/16,built environment,subway,surface,,,
SRR27257854,PRJNA732392,SAMN38842160,haib17CEM4890_H2NYMCCXY_SL254782,,metasub,,Nigeria,Africa,,,,,8.154855 N 4.7263683 E,,6/21/16,built environment,subway,surface,,,
SRR27257866,PRJNA732392,SAMN38841435,haib17CEM4890_H2NYMCCXY_SL254783,,metasub,,Nigeria,Africa,,,,,8.1556609 N 4.7244244 E,,6/21/16,built environment,subway,surface,,,
SRR27257975,PRJNA732392,SAMN38841875,haib17CEM4890_H2NYMCCXY_SL254784,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257833,PRJNA732392,SAMN38842179,haib17CEM4890_H2NYMCCXY_SL254785,,metasub,,USA,North America,,,,,40.70670433 N 74.01113774 W,,6/21/16,built environment,subway,surface,,,
SRR27257282,PRJNA732392,SAMN38841601,haib17CEM4890_H2NYMCCXY_SL254786,,metasub,,USA,North America,,,,,40.67837333 N 73.90403898 W,,6/21/16,built environment,subway,surface,,,
SRR27257580,PRJNA732392,SAMN38841991,haib17CEM4890_H2NYMCCXY_SL254787,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257747,PRJNA732392,SAMN38841378,haib17CEM4890_H2NYMCCXY_SL254788,,metasub,,Brazil,South America,,,,,22.87919891 S 43.27205217 W,,4/1/17,built environment,subway,surface,,,
SRR27257323,PRJNA732392,SAMN38841522,haib17CEM4890_H2NYMCCXY_SL254789,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27257779,PRJNA732392,SAMN38842251,haib17CEM4890_H2NYMCCXY_SL254790,,metasub,,Brazil,South America,,,,,22.87919891 S 43.27205217 W,,4/1/17,built environment,subway,surface,,,
SRR27258107,PRJNA732392,SAMN38841764,haib17CEM4890_H2NYMCCXY_SL254791,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27257627,PRJNA732392,SAMN38841927,haib17CEM4890_H2NYMCCXY_SL254792,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27258106,PRJNA732392,SAMN38841765,haib17CEM4890_H2NYMCCXY_SL254793,,metasub,,Nigeria,Africa,,,,,8.1549316 N 4.7265016 E,,6/21/16,built environment,subway,surface,,,
SRR27258015,PRJNA732392,SAMN38841913,haib17CEM4890_H2NYMCCXY_SL254794,,metasub,,Nigeria,Africa,,,,,8.1548633 N 4.7264466 E,,6/21/16,built environment,subway,surface,,,
SRR27258098,PRJNA732392,SAMN38841772,haib17CEM4890_H2NYMCCXY_SL254795,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257877,PRJNA732392,SAMN38842117,haib17CEM4890_H2NYMCCXY_SL254796,,metasub,,USA,North America,,,,,40.67953148 N 73.90352726 W,,6/21/16,built environment,subway,surface,,,
SRR27257490,PRJNA732392,SAMN38841506,haib17CEM4890_H2NYMCCXY_SL254797,,metasub,,USA,North America,,,,,40.70645752 N 74.0110302 W,,6/21/16,built environment,subway,surface,,,
SRR27257855,PRJNA732392,SAMN38842159,haib17CEM4890_H2NYMCCXY_SL254798,,metasub,,USA,North America,,,,,40.70658765 N 74.01115894 W,,6/21/16,built environment,subway,surface,,,
SRR27258044,PRJNA732392,SAMN38841821,haib17CEM4890_H2NYMCCXY_SL254799,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257292,PRJNA732392,SAMN38841592,haib17CEM4890_H2NYMCCXY_SL254800,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27257871,PRJNA732392,SAMN38842123,haib17CEM4890_H2NYMCCXY_SL254801,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27257237,PRJNA732392,SAMN38841860,haib17CEM4890_H2NYMCCXY_SL254802,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27257774,PRJNA732392,SAMN38842256,haib17CEM4890_H2NYMCCXY_SL254803,,metasub,,Brazil,South America,,,,,22.92405632 S 43.23247709 W,,4/1/17,built environment,subway,surface,,,
SRR27257819,PRJNA732392,SAMN38842192,haib17CEM4890_H2NYMCCXY_SL254804,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27258010,PRJNA732392,SAMN38842289,haib17CEM4890_H2NYMCCXY_SL254805,,metasub,,Nigeria,Africa,,,,,8.1548533 N 4.7265483 E,,6/21/16,built environment,subway,surface,,,
SRR27257896,PRJNA732392,SAMN38842099,haib17CEM4890_H2NYMCCXY_SL254806,,metasub,,Nigeria,Africa,,,,,8.154815 N 4.7265 E,,6/21/16,built environment,subway,surface,,,
SRR27257420,PRJNA732392,SAMN38841430,haib17CEM4890_H2NYMCCXY_SL254807,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257891,PRJNA732392,SAMN38842104,haib17CEM4890_H2NYMCCXY_SL254808,,metasub,,USA,North America,,,,,40.68595556 N 73.9159707 W,,6/21/16,built environment,subway,surface,,,
SRR27258130,PRJNA732392,SAMN38841722,haib17CEM4890_H2NYMCCXY_SL254809,,metasub,,USA,North America,,,,,40.71431364 N 74.00315523 W,,6/21/16,built environment,subway,surface,,,
SRR27258007,PRJNA732392,SAMN38842292,haib17CEM4890_H2NYMCCXY_SL254810,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257285,PRJNA732392,SAMN38841598,haib17CEM4890_H2NYMCCXY_SL254811,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257500,PRJNA732392,SAMN38842327,haib17CEM4890_H2NYMCCXY_SL254812,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27258144,PRJNA732392,SAMN38841666,haib17CEM4890_H2NYMCCXY_SL254813,,metasub,,Brazil,South America,,,,,22.85404892 S 43.31313551 W,,4/1/17,built environment,subway,surface,,,
SRR27257406,PRJNA732392,SAMN38842222,haib17CEM4890_H2NYMCCXY_SL254814,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27257653,PRJNA732392,SAMN38841837,haib17CEM4890_H2NYMCCXY_SL254815,,metasub,,Brazil,South America,,,,,22.85404892 S 43.31313551 W,,4/1/17,built environment,subway,surface,,,
SRR27257543,PRJNA732392,SAMN38842135,haib17CEM4890_H2NYMCCXY_SL254817,,metasub,,Nigeria,Africa,,,,,8.1548483 N 4.7265083 E,,6/21/16,built environment,subway,surface,,,
SRR27257357,PRJNA732392,SAMN38842332,haib17CEM4890_H2NYMCCXY_SL254818,,metasub,,Nigeria,Africa,,,,,8.154885 N 4.7264683 E,,6/21/16,built environment,subway,surface,,,
SRR27258020,PRJNA732392,SAMN38841908,haib17CEM4890_H2NYMCCXY_SL254819,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257401,PRJNA732392,SAMN38841445,haib17CEM4890_H2NYMCCXY_SL254820,,metasub,,USA,North America,,,,,40.68995423 N 73.92282986 W,,6/21/16,built environment,subway,surface,,,
SRR27257757,PRJNA732392,SAMN38841549,haib17CEM4890_H2NYMCCXY_SL254821,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257255,PRJNA732392,SAMN38841713,haib17CEM4890_H2NYMCCXY_SL254822,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27258149,PRJNA732392,SAMN38841661,haib17CEM4890_H2NYMCCXY_SL254823,,metasub,,Brazil,South America,,,,,22.90501773 S 43.19094441 W,,4/1/17,built environment,subway,surface,,,
SRR27258172,PRJNA732392,SAMN38841641,haib17CEM4890_H2NYMCCXY_SL254824,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27257465,PRJNA732392,SAMN38841468,haib17CEM4890_H2NYMCCXY_SL254825,,metasub,,Brazil,South America,,,,,22.85404892 S 43.31313551 W,,4/1/17,built environment,subway,surface,,,
SRR27258061,PRJNA732392,SAMN38841806,haib17CEM4890_H2NYMCCXY_SL254826,,metasub,,Brazil,South America,,,,,22.98477935 S 43.19790062 W,,4/1/17,built environment,subway,surface,,,
SRR27258150,PRJNA732392,SAMN38841660,haib17CEM4890_H2NYMCCXY_SL254827,,metasub,,Brazil,South America,,,,,22.85404892 S 43.31313551 W,,4/1/17,built environment,subway,surface,,,
SRR27258121,PRJNA732392,SAMN38841730,haib17CEM4890_H2NYMCCXY_SL254828,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27257253,PRJNA732392,SAMN38841715,haib17CEM4890_H2NYMCCXY_SL254829,,metasub,,Nigeria,Africa,,,,,8.1548233 N 4.7263633 E,,6/21/16,built environment,subway,surface,,,
SRR27258064,PRJNA732392,SAMN38841585,haib17CEM4890_H2NYMCCXY_SL254830,,metasub,,Nigeria,Africa,,,,,8.154855 N 4.7264883 E,,6/21/16,built environment,subway,surface,,,
SRR27257966,PRJNA732392,SAMN38841883,haib17CEM4890_H2NYMCCXY_SL254831,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257994,PRJNA732392,SAMN38842304,haib17CEM4890_H2NYMCCXY_SL254832,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257780,PRJNA732392,SAMN38842250,haib17CEM4890_H2NYMCCXY_SL254833,,metasub,,USA,North America,,,,,40.71880244 N 73.98729801 W,,6/21/16,built environment,subway,surface,,,
SRR27257416,PRJNA732392,SAMN38842081,haib17CEM4890_H2NYMCCXY_SL254834,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27258093,PRJNA732392,SAMN38841777,haib17CEM4890_H2NYMCCXY_SL254835,,metasub,,Brazil,South America,,,,,22.90501773 S 43.19094441 W,,4/1/17,built environment,subway,surface,,,
SRR27257953,PRJNA732392,SAMN38841939,haib17CEM4890_H2NYMCCXY_SL254836,,metasub,,Brazil,South America,,,,,22.90970426 S 43.23390238 W,,4/1/17,built environment,subway,surface,,,
SRR27257450,PRJNA732392,SAMN38842007,haib17CEM4890_H2NYMCCXY_SL254837,,metasub,,Brazil,South America,,,,,22.96461767 S 43.18093237 W,,4/1/17,built environment,subway,surface,,,
SRR27258056,PRJNA732392,SAMN38841810,haib17CEM4890_H2NYMCCXY_SL254838,,metasub,,Brazil,South America,,,,,22.90970426 S 43.23390238 W,,4/1/17,built environment,subway,surface,,,
SRR27257924,PRJNA732392,SAMN38842053,haib17CEM4890_H2NYMCCXY_SL254839,,metasub,,Brazil,South America,,,,,22.85404892 S 43.31313551 W,,4/1/17,built environment,subway,surface,,,
SRR27257993,PRJNA732392,SAMN38842305,haib17CEM4890_H2NYMCCXY_SL254840,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27258035,PRJNA732392,SAMN38841895,haib17CEM4890_H2NYMCCXY_SL254841,,metasub,,Nigeria,Africa,,,,,8.1548016 N 4.726405 E,,6/21/16,built environment,subway,surface,,,
SRR27257303,PRJNA732392,SAMN38841539,haib17CEM4890_H2NYMCCXY_SL254842,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257589,PRJNA732392,SAMN38841983,haib17CEM4890_H2NYMCCXY_SL254843,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257740,PRJNA732392,SAMN38841564,haib17CEM4890_H2NYMCCXY_SL254844,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257233,PRJNA732392,SAMN38841864,haib17CEM4890_H2NYMCCXY_SL254845,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257869,PRJNA732392,SAMN38842125,haib17CEM4890_H2NYMCCXY_SL254846,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257921,PRJNA732392,SAMN38842056,haib17CEM4890_H2NYMCCXY_SL254847,,metasub,,Brazil,South America,,,,,22.90501773 S 43.19094441 W,,4/1/17,built environment,subway,surface,,,
SRR27257365,PRJNA732392,SAMN38842281,haib17CEM4890_H2NYMCCXY_SL254848,,metasub,,Brazil,South America,,,,,22.90970426 S 43.23390238 W,,4/1/17,built environment,subway,surface,,,
SRR27257701,PRJNA732392,SAMN38841750,haib17CEM4890_H2NYMCCXY_SL254849,,metasub,,Brazil,South America,,,,,22.90501773 S 43.19094441 W,,4/1/17,built environment,subway,surface,,,
SRR27257875,PRJNA732392,SAMN38842118,haib17CEM4890_H2NYMCCXY_SL254850,,metasub,,Brazil,South America,,,,,22.90970426 S 43.23390238 W,,4/1/17,built environment,subway,surface,,,
SRR27257995,PRJNA732392,SAMN38842303,haib17CEM4890_H2NYMCCXY_SL254851,,metasub,,USA,North America,,,,,missing,,1/1/70,built environment,subway,surface,,,
SRR27257688,PRJNA732392,SAMN38841783,haib17CEM4890_H2NYMCCXY_SL254852,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
SRR27257707,PRJNA732392,SAMN38841745,haib17CEM4890_H2NYMCCXY_SL254853,,metasub,,Nigeria,Africa,,,,,8.1548783 N 4.7263016 E,,6/21/16,built environment,subway,surface,,,
SRR27257593,PRJNA732392,SAMN38841979,haib17CEM4890_H2NYMCCXY_SL254854,,metasub,,Nigeria,Africa,,,,,8.1545849 N 4.726505 E,,6/21/16,built environment,subway,surface,,,
SRR27258142,PRJNA732392,SAMN38841389,haib17CEM4890_H2NYMCCXY_SL254855,,metasub,,Nigeria,Africa,,,,,8.1561445 N 4.7247807 E,,6/21/16,built environment,subway,surface,,,
SRR27257698,PRJNA732392,SAMN38841753,haib17CEM4890_H2NYMCCXY_SL254856,,metasub,,USA,North America,,,,,40.70856591 N 73.95789254 W,,6/21/16,built environment,subway,surface,,,
SRR27257802,PRJNA732392,SAMN38841443,haib17CEM4890_H2NYMCCXY_SL254857,,metasub,,USA,North America,,,,,40.70832388 N 73.95805221 W,,6/21/16,built environment,subway,surface,,,
SRR27258188,PRJNA732392,SAMN38841627,haib17CEM4890_H2NYMCCXY_SL254858,,metasub,,uncalculated,uncalculated,,,,,missing,,missing,built environment,subway,surface,,,
